"NT\T","tkMain(1)", " tkId(2)"," tkOpr_sum(3)"," tkOpr_mul(4)","tkOpr_log(6)","	tkOpr_att(7)","	tkOpr_r(8)","tkOpr_concat(9)","	tkOpr_index_enter(10)","	tkOpr_index_out(11)," "	tkDel_par_enter(12)","	tkDel_par_out(13)","	tkDel_bra_enter(14)","	tkDel_bra_out(15)","	tkDel_scolon(19)," "	tkDel_colon(20)," "	tkDel_dot(21)","	tkDel_comma(22)","	tkDel_quoteS(23)," "	tkDel_quoteD(24)," "	tkType_int(25)," "	tkType_float(26)","	tkType_char(27)," "	tkType_bool(28)," "	tkType_string(29)," "	tkType_array(30)","	tkLit_int(31)","	tkLit_float(32)","	tkLit_char(33)," "	tkLit_bool(34)","	tkLit_string(35)," "	tkLit_array(36)","	tk_end(37)," "	tk_return(38)," "	tk_if(39)","	tk_then(40)," "	tk_else(41)," "	tk_while(42)," "	tk_do(43)," "	tk_for(44)," "	tk_in(45)," "	tk_out(46)," "	tkOpr_neg(47)","	tk_error(48)","	tk_EOF(49)","	tk_start(50)"
"NT(51)", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "53, 52", "53, 52", "53, 52", "53, 52", "53, 52", "53, 52", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
"NT(52)", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "19, 53, 52", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "",", "
"NT(53)", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "62, 54", "62, 54", "62, 54", "62, 54", "62, 54", "62, 54", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
"NT(54)", "1, 55", "2, 12, 63, 13, 14, 64, 15, 54", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
"NT(55)", "", "", "", "", "", "", "", "", "", "", "", "12, 13, 14, 64, 15, 19", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
"NT(56)", "", "", "", "", "", "", "", "", "", "", "", "12, 57", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
"NT(57)", "", "58, 13", "58, 13", "", "", "", "", "", "", "", "", "58, 13", "13", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "58, 13", "58, 13", "58, 13", "58, 13", "58, 13", "", "", "", "", "", "", "", "", "", "", "", "58, 13", "", "", "
"NT(58)", "", "76, 11", "76, 11", "", "", "", "", "", "", "", "", "76, 11",", "", "", "", "", "", "", "", "", "22, 76, 59", "", "", "", "", "", "", "", "", "76, 11", "76, 11", "76, 11", "", "76, 11", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
"NT(59)", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
"NT(60)", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "62, 2", "62, 2", "62, 2", "62, 2", "62, 2", "62, 2", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
"NT(61)", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "20, 64", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
"NT(62)", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "25", "26", "27", "28", "29", "30, 62", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "
